Transaction_date;Product;Price;Payment_Type;Name;City;State;Country;Account_Created;Last_Login;Latitude;Longitude
01/07/2009 08:26;Product1;1200;Diners;C;Chandler                    ;AZ;United States;01/06/2009 16:23;02/07/2009 06:05;3.330.611;-11.184.056
1/24/09 3:36;Product1;1200;Visa;chris;Kjobenhavn;Staden Kobenhavn;Denmark;1/20/09 13:11;02/07/2009 06:52;556.666.667;125.833.333
01/05/2009 15:23;Product1;1200;Visa;maggie;Stockton;England;United Kingdom;06/12/2008 10:59;02/07/2009 11:08;52.25;#FIELD!
1/25/09 16:17;Product1;1200;Amex;Mareike;Cumming                     ;GA;United States;1/24/09 18:06;02/07/2009 11:28;3.420.722;-8.414.028
1/15/09 10:37;Product1;1200;Visa;lamia;Little Compton              ;RI;United States;6/28/08 11:04;02/07/2009 12:00;41.51;-7.117.167
1/20/09 15:28;Product1;1200;Visa;Madhu;Centennial                  ;CO;United States;12/02/2006 23:24;02/07/2009 15:18;3.957.917;-10.487.639
1/28/09 18:00;Product1;13;Visa;sandhya;Centennial                  ;CO;United States;12/02/2006 23:24;02/07/2009 15:18;3.957.917;-10.487.639
1/29/09 5:06;Product1;1200;Amex;Kimberly;Herndon                     ;VA;United States;1/23/08 10:05;02/07/2009 15:23;3.896.944;-7.738.639
01/06/2009 18:53;Product1;1200;Visa;Tania;Vista                       ;CA;United States;01/05/2009 22:37;02/07/2009 15:48;33.2;-11.724.167
1/21/09 6:55;Product1;1200;Visa;andrea;Oostburg                    ;WI;United States;1/20/09 13:33;02/07/2009 16:48;4.362.278;-8.779.444
1/26/09 20:18;Product1;1200;Mastercard;John;Griffith;New South Wales;Australia;1/15/07 20:37;02/07/2009 18:04;-342.833.333;1.460.333.333
1/25/09 17:58;Product2;3600;Visa;carol;Ann Arbor                   ;MI;United States;07/05/2008 09:20;02/07/2009 18:51;4.227.083;-8.372.639
01/09/2009 14:37;Product1;1200;Visa;Nona;South Jordan                ;UT;United States;01/08/2009 15:14;02/07/2009 19:11;4.056.222;-11.192.889
1/25/09 2:46;Product2;3600;Visa;Family;Dubai;Dubayy;United Arab Emirates;01/08/2009 01:19;02/08/2009 02:06;252.522.222;55.28
1/17/09 20:46;Product2;3600;Visa;Michelle;Dubai;Dubayy;United Arab Emirates;4/13/08 2:36;02/08/2009 02:12;252.522.222;55.28
1/24/09 7:18;Product2;3600;Visa;Kathryn;Kirriemuir;Scotland;United Kingdom;1/23/09 10:31;02/08/2009 02:52;566.666.667;-3
01/11/2009 07:09;Product1;1200;Visa;Oswald;Tramore;Waterford;Ireland;10/13/08 16:43;02/08/2009 03:02;521.588.889;-71.463.889
01/08/2009 04:15;Product1;1200;Visa;Elyssa;Gdansk;Pomorskie;Poland;01/07/2009 15:00;02/08/2009 03:50;54.35;186.666.667
1/22/09 10:47;Product1;1200;Visa;michelle;Arklow;Wicklow;Ireland;11/18/08 1:32;02/08/2009 05:07;527.930.556;-61.413.889
1/26/09 20:47;Product1;1200;Mastercard;Alicia;Lincoln                     ;NE;United States;6/24/08 8:05;02/08/2009 07:29;40.8;-9.666.667
01/12/2009 12:22;Product1;1200;Mastercard;JP;Tierp;Uppsala;Sweden;01/06/2009 11:34;02/08/2009 11:15;603.333.333;17.5
1/26/09 1:44;Product2;3600;Visa;Geraldine;Brussels;Brussels (Bruxelles);Belgium;1/31/08 13:28;02/08/2009 14:39;508.333.333;43.333.333
1/18/09 12:57;Product1;1200;Mastercard;sandra;Burr Oak                    ;IA;United States;1/24/08 16:11;02/08/2009 15:30;4.345.889;-9.186.528
1/24/09 21:26;Product1;1200;Visa;Olivia;Wheaton                     ;IL;United States;05/08/2008 16:02;02/08/2009 16:00;4.186.611;-8.810.694
1/26/09 12:26;Product2;3600;Mastercard;Tom;Killeen                     ;TX;United States;1/26/09 5:23;02/08/2009 17:33;3.111.694;-977.275
01/05/2009 07:37;Product1;1200;Visa;Annette ;Manhattan                   ;NY;United States;9/26/08 4:29;02/08/2009 18:42;4.071.417;-7.400.639
1/14/09 12:33;Product1;1200;Visa;SUSAN;Oxford;England;United Kingdom;09/11/2008 23:23;02/08/2009 23:00;51.75;#FIELD!
1/14/09 0:15;Product2;3600;Visa;Michael;Paris;Ile-de-France;France;11/28/08 0:07;02/09/2009 01:30;488.666.667;23.333.333
01/01/2009 12:42;Product1;1200;Visa;ashton;Exeter;England;United Kingdom;12/15/08 1:16;02/09/2009 02:52;50.7;-35.333.333
01/06/2009 06:07;Product1;1200;Visa;Scott;Rungsted;Frederiksborg;Denmark;12/27/08 14:29;02/09/2009 04:20;558.841.667;125.419.444
1/15/09 5:11;Product2;3600;Visa;Pam;London;England;United Kingdom;07/11/2006 12:43;02/09/2009 04:42;5.152.721;0.14559
1/17/09 4:03;Product1;1200;Visa;Lisa ;Borja;Bohol;Philippines;1/17/09 2:45;02/09/2009 06:09;99.136.111;1.240.927.778
1/19/09 10:13;Product2;3600;Mastercard;Pavel;London;England;United Kingdom;2/28/06 5:35;02/09/2009 06:57;5.151.334;#FIELD!
1/18/09 9:42;Product1;1200;Visa;Richard;Jamestown                   ;RI;United States;1/18/09 9:22;02/09/2009 08:30;4.149.694;-7.136.778
01/09/2009 11:14;Product1;1200;Visa;Jasinta Jeanne;Owings Mills                ;MD;United States;01/09/2009 10:43;02/09/2009 09:17;3.941.944;-7.678.056
01/10/2009 13:42;Product1;1200;Visa;Rachel;Hamilton;Ontario;Canada;01/10/2009 12:22;02/09/2009 09:54;43.25;-798.333.333
01/07/2009 07:28;Product1;1200;Amex;Cherish ;Anchorage                   ;AK;United States;7/28/08 7:31;02/09/2009 10:50;6.121.806;-14.990.028
1/18/09 6:46;Product1;1200;Visa;Shona ;Mornington;Meath;Ireland;1/15/09 9:13;02/09/2009 11:55;537.233.333;-62.825
1/30/09 12:18;Product1;1200;Mastercard;Abikay;Fullerton                   ;CA;United States;1/26/09 13:34;02/09/2009 12:53;3.387.028;-11.792.444
01/06/2009 05:42;Product1;1200;Amex;Abikay;Atlanta                     ;GA;United States;10/27/08 14:16;02/09/2009 13:50;3.374.889;-8.438.806
01/02/2009 10:58;Product2;3600;Visa;Kendra;Toronto;Ontario;Canada;01/02/2009 10:38;02/09/2009 13:56;436.666.667;-794.166.667
01/08/2009 03:29;Product1;1200;Visa;amanda;Liverpool;England;United Kingdom;12/22/08 1:41;02/09/2009 14:06;534.166.667;-3
01/12/2009 13:23;Product2;3600;Amex;Leila;Ponte San Nicolo;Veneto;Italy;9/13/05 8:42;02/09/2009 14:09;453.666.667;116.166.667
1/19/09 9:34;Product1;1200;Amex;amanda;Las Vegas                   ;NV;United States;05/10/2008 08:56;02/09/2009 16:44;36.175;-11.513.639
01/09/2009 07:49;Product1;1200;Visa;Stacy;Rochester Hills             ;MI;United States;7/28/08 7:18;02/09/2009 17:41;4.268.056;-8.313.389
1/15/09 5:27;Product2;3600;Visa;Derrick;North Bay;Ontario;Canada;01/06/2009 17:42;02/09/2009 18:22;46.3;#FIELD!
01/08/2009 23:40;Product1;1200;Visa;Jacob;Lindfield;New South Wales;Australia;01/08/2009 17:52;02/09/2009 18:31;-337.833.333;1.511.666.667
1/27/09 11:02;Product1;1200;Mastercard;DOREEN;Madrid;Madrid;Spain;1/24/09 8:21;02/09/2009 18:42;40.4;-36.833.333
1/14/09 13:23;Product1;1200;Diners;eugenia;Wisconsin Rapids            ;WI;United States;11/15/08 13:57;02/09/2009 18:44;4.438.361;-8.981.722
01/07/2009 20:01;Product1;1200;Visa;Karen;Austin                      ;TX;United States;01/06/2009 19:16;02/09/2009 19:56;3.026.694;-9.774.278
1/20/09 12:32;Product1;1200;Visa;Bea;Chicago                     ;IL;United States;1/16/09 19:08;02/09/2009 20:42;41.85;#FIELD!
01/06/2009 14:35;Product1;1200;Diners;Hilde Karin;Las Vegas                   ;NV;United States;12/17/08 11:59;02/09/2009 22:59;36.175;-11.513.639
01/04/2009 06:51;Product1;1200;Visa;Rima;Mullingar;Westmeath;Ireland;01/03/2009 12:34;02/10/2009 00:59;535.333.333;#FIELD!
1/24/09 18:30;Product1;1200;Visa;Ruangrote;Melbourne;Victoria;Australia;7/17/08 5:19;02/10/2009 02:12;-378.166.667;1.449.666.667
1/25/09 5:57;Product1;1200;Amex;pamela;Ayacucho;Buenos Aires;Argentina;1/24/09 9:29;02/10/2009 06:38;#FIELD!;-584.833.333
01/05/2009 10:02;Product2;3600;Visa;Emillie;Eagan                       ;MN;United States;01/05/2009 09:03;02/10/2009 07:29;4.480.417;-9.316.667
1/13/09 9:14;Product1;1200;Visa;sangeeta;Vossevangen;Hordaland;Norway;01/09/2009 09:31;02/10/2009 09:04;606.333.333;64.333.333
1/22/09 7:35;Product1;1200;Visa;Anja;Ferney-Voltaire;Rhone-Alpes;France;1/22/09 6:51;02/10/2009 09:18;46.25;61.166.667
01/02/2009 11:06;Product1;1200;Mastercard;Andrew;Sevilla;Andalucia;Spain;03/12/2006 15:02;02/10/2009 10:04;373.772.222;-59.869.444
01/11/2009 09:50;Product1;1200;Visa;Bato;Munchengosserstadt;Thuringia;Germany;01/07/2009 11:45;02/10/2009 10:28;51.05;11.65
1/21/09 20:44;Product1;1200;Mastercard;Ailsa ;Lindenhurst                 ;NY;United States;1/21/09 7:47;02/10/2009 10:51;4.068.667;-7.337.389
01/05/2009 09:09;Product1;1200;Visa;Sophie;Bloomfield                  ;MI;United States;10/23/06 6:52;02/10/2009 10:58;4.253.778;-8.323.306
01/05/2009 12:41;Product1;1200;Visa;Katrin;Calgary;Alberta;Canada;12/03/2008 14:49;02/10/2009 11:45;510.833.333;-1.140.833.333
1/28/09 12:54;Product2;3600;Mastercard;Kelly ;Vancouver;British Columbia;Canada;1/27/09 21:04;02/10/2009 12:09;49.25;-1.231.333.333
1/21/09 4:46;Product1;1200;Visa;Tomasz;Klampenborg;Kobenhavn;Denmark;06/10/2008 11:25;02/10/2009 12:22;557.666.667;12.6
01/07/2009 13:28;Product1;1200;Visa;Elizabeth;Calne;England;United Kingdom;01/04/2009 13:07;02/10/2009 12:39;514.333.333;-2
1/27/09 11:18;Product2;3600;Amex;Michael;Los Angeles                 ;CA;United States;1/23/09 11:47;02/10/2009 13:09;3.405.222;-11.824.278
01/07/2009 12:39;Product2;3600;Visa;Natasha;Milano;Lombardy;Italy;06/02/2006 13:01;02/10/2009 13:19;454.666.667;9.2
1/24/09 13:54;Product2;3600;Mastercard;Meredith;Kloten;Zurich;Switzerland;1/24/09 12:30;02/10/2009 13:47;47.45;85.833.333
1/30/09 6:48;Product1;1200;Mastercard;Nicole;Fayetteville                ;NC;United States;1/30/09 4:51;02/10/2009 14:41;350.525;-7.887.861
1/22/09 18:07;Product1;1200;Visa;Ryan;Simpsonville                ;SC;United States;01/06/2009 16:59;02/10/2009 15:30;3.473.694;-8.225.444
1/29/09 15:03;Product1;1200;Visa;Mary ;Auckland;Auckland;New Zealand;02/09/2006 11:14;02/10/2009 16:31;-368.666.667;1.747.666.667
01/02/2009 14:14;Product1;1200;Diners;Aaron;Reading;England;United Kingdom;11/16/08 15:49;02/10/2009 16:38;514.333.333;-1
1/19/09 11:05;Product1;1200;Visa;Bertrand;North Caldwell              ;NJ;United States;10/03/2008 05:55;02/10/2009 18:16;4.083.972;-7.427.694
1/28/09 16:17;Product1;1200;Mastercard;Zoe;Coventry;England;United Kingdom;1/28/09 15:59;02/10/2009 19:55;524.166.667;#FIELD!
01/08/2009 12:46;Product1;1200;Mastercard;Trine Marie;Orillia;Ontario;Canada;12/16/08 22:57;02/10/2009 22:11;44.6;-794.166.667
1/29/09 16:07;Product1;1200;Diners;Kim;Paris;Ile-de-France;France;1/29/09 15:45;02/10/2009 22:24;488.666.667;23.333.333
1/29/09 13:41;Product1;1200;Visa;John ;San Jose                    ;CA;United States;1/14/04 21:59;02/10/2009 23:58;3.733.944;-12.189.389
01/08/2009 06:29;Product1;1200;Visa;Rich;Ingelheim-Mitte;Rhineland-Palatinate;Germany;3/24/06 6:21;02/10/2009 23:59;499.833.333;80.666.667
01/04/2009 12:53;Product1;1200;Diners;Kayla;Leamington Spa;England;United Kingdom;12/11/2008 07:35;02/11/2009 00:04;52.3;-15.333.333
1/14/09 12:55;Product1;1200;Visa;Richard and Comfort;Regensdorf;Zurich;Switzerland;01/11/2009 10:36;02/11/2009 01:58;474.333.333;84.666.667
1/14/09 6:35;Product1;1200;Visa;Eric;Melbourne;Victoria;Australia;7/25/08 7:02;02/11/2009 02:05;-378.166.667;1.449.666.667
1/27/09 13:08;Product1;1200;Mastercard;Melissa;Geneve;Geneve;Switzerland;05/09/2008 08:50;02/11/2009 02:19;46.2;61.666.667
1/31/09 23:09;Product1;1200;Diners;Dawn;Vaucluse;New South Wales;Australia;9/13/04 22:55;02/11/2009 03:09;-338.666.667;1.512.833.333
1/21/09 14:34;Product1;1200;Mastercard;Tamara;Klosterneuburg;Lower Austria;Austria;1/21/09 14:12;02/11/2009 03:19;48.3;163.166.667
1/16/09 8:28;Product1;1200;Visa;Ashley;Rancho Cordova              ;CA;United States;01/09/2009 12:13;02/11/2009 08:34;3.858.917;-12.130.167
01/11/2009 09:55;Product1;1200;Visa;familly ;Creemore;Ontario;Canada;01/10/2009 07:14;02/11/2009 08:45;443.166.667;#FIELD!
01/08/2009 02:46;Product1;1200;Mastercard;Ken;Sidcup;England;United Kingdom;11/26/07 16:44;02/11/2009 11:00;514.166.667;0.1166667
1/26/09 7:11;Product1;1200;Visa;Tori;Minneapolis                 ;MN;United States;11/22/08 21:06;02/11/2009 11:35;44.98;-9.326.361
1/31/09 5:39;Product2;3600;Mastercard;Hanne;Phoenix                     ;MD;United States;10/05/2004 04:37;02/11/2009 11:45;3.951.639;-7.661.639
01/09/2009 08:35;Product1;1200;Amex;Precious;Edmonton;Alberta;Canada;01/08/2009 14:14;02/11/2009 14:26;53.55;#FIELD!
1/24/09 3:25;Product1;1200;Visa;Michelle;Lyndoch;South Australia;Australia;9/26/08 19:23;02/11/2009 15:05;-346.166.667;1.388.833.333
1/26/09 8:45;Product1;1200;Visa;Paula;Larchmont                   ;NY;United States;2/15/06 17:21;02/11/2009 17:12;4.092.778;-7.375.222
1/23/09 10:45;Product1;1200;Visa;Stephanie;Saint Charles               ;IL;United States;1/23/09 8:46;02/11/2009 17:57;4.191.417;-8.830.861
1/28/09 8:50;Product1;1200;Visa;kemp;Brentwood                   ;TN;United States;1/28/09 8:42;02/11/2009 18:41;3.603.306;-8.678.278
1/15/09 19:10;Product2;3600;Diners;Therese;Pensacola                   ;FL;United States;12/29/05 21:33;02/11/2009 18:53;3.042.111;-8.721.694
01/09/2009 20:25;Product1;1200;Diners;Mona;Kelowna;British Columbia;Canada;01/09/2009 14:20;02/11/2009 20:19;49.9;-1.194.833.333
1/15/09 21:53;Product1;1200;Visa;Caroline;Toronto;Ontario;Canada;01/01/2009 18:01;02/11/2009 21:01;436.666.667;-794.166.667
01/12/2009 00:17;Product1;1200;Mastercard;Andrea;Brondby Strand;Kobenhavn;Denmark;01/07/2009 23:40;02/11/2009 22:23;556.166.667;12.35
1/25/09 10:32;Product1;1200;Mastercard;Pilar;Florence;Tuscany;Italy;1/23/09 4:46;02/12/2009 02:22;437.666.667;11.25
01/12/2009 23:35;Product1;1200;Visa;Lisa;Perth;Western Australia;Australia;05/08/2006 23:41;02/12/2009 03:46;-319.333.333;1.158.333.333
01/11/2009 06:09;Product1;1200;Amex;A;Saint Petersburg            ;FL;United States;11/08/2008 04:07;02/12/2009 04:41;2.777.056;-8.267.944
01/03/2009 13:35;Product1;1200;Mastercard;Yvette;Aubonne;Vaud;Switzerland;8/15/08 4:02;02/12/2009 05:17;464.833.333;6.4
1/18/09 11:03;Product2;3600;Amex;Katie;Gava;Catalonia;Spain;1/18/09 6:16;02/12/2009 07:35;41.3;20.166.667
01/05/2009 18:55;Product1;1200;Visa;Nicole;Mc Lean                     ;VA;United States;04/03/2008 16:57;02/12/2009 10:25;3.894.222;-771.825
01/02/2009 18:54;Product1;1200;Mastercard;Kelly;Hendersonville              ;TN;United States;12/07/2008 04:51;02/12/2009 11:31;3.630.472;#FIELD!
1/13/09 14:44;Product2;3600;Visa;george;Zurich;Zurich;Switzerland;12/14/08 10:19;02/12/2009 12:08;473.666.667;8.55
01/04/2009 04:05;Product1;1200;Mastercard;Samantha;Watford;England;United Kingdom;12/31/08 8:33;02/12/2009 12:29;516.666.667;#FIELD!
1/27/09 12:47;Product1;1200;Visa;Caterina;Amsterdam;Noord-Holland;Netherlands;1/27/09 12:03;02/12/2009 12:59;52.35;49.166.667
1/22/09 6:51;Product1;1200;Visa;Kate;Rochester Hills             ;MI;United States;1/22/09 5:54;02/12/2009 13:01;4.268.056;-8.313.389
01/01/2009 21:40;Product1;1200;Mastercard;Tina;Anglesea;Victoria;Australia;10/20/08 18:27;02/12/2009 14:58;-384.166.667;1.441.666.667
1/27/09 18:06;Product1;1200;Visa;Emily;Killarney;New Providence;The Bahamas;1/13/09 18:22;02/12/2009 19:28;25.05;-774.166.667
01/10/2009 14:59;Product1;1200;Amex;Maricel;Malibu                      ;CA;United States;01/10/2009 14:47;02/12/2009 19:39;34.005;-11.880.917
1/26/09 15:42;Product1;1200;Visa;Patricia;Allen                       ;TX;United States;1/26/09 14:38;02/12/2009 22:41;3.310.306;-9.667.028
01/12/2009 14:37;Product1;1200;Mastercard;steve;Evires;Rhone-Alpes;France;01/12/2009 07:47;02/12/2009 23:49;460.333.333;62.333.333
1/16/09 7:58;Product1;1200;Amex;Darrah;Den Haag;Zuid-Holland;Netherlands;9/30/07 4:03;2/13/09 3:05;520.833.333;4.3
1/22/09 14:32;Product1;1200;Visa;Sara;Perth City;Western Australia;Australia;09/05/2008 07:18;2/13/09 3:50;-319.333.333;1.158.333.333
1/19/09 6:50;Product1;1200;Visa;Erika;Redruth;England;United Kingdom;01/06/2009 13:29;2/13/09 4:27;502.333.333;-52.333.333
1/24/09 11:54;Product1;1200;Visa;Audrey;Bruxelles;Brussels (Bruxelles);Belgium;1/24/09 10:47;2/13/09 6:39;508.333.333;43.333.333
1/13/09 13:36;Product1;1200;Visa;Louise;London;England;United Kingdom;5/16/06 9:10;2/13/09 6:41;5.152.721;0.14559
1/13/09 11:56;Product1;1200;Diners;Karen;Montreal;Quebec;Canada;10/31/08 12:37;2/13/09 8:18;45.5;-735.833.333
1/19/09 7:49;Product1;1200;Amex;Maki;Miami Beach                 ;FL;United States;1/18/09 15:26;2/13/09 12:26;2.579.028;-8.013.028
01/10/2009 07:37;Product1;1200;Visa;Peter;Shankill;Dublin;Ireland;10/11/2008 03:19;2/13/09 13:32;532.261.111;-61.244.444
1/20/09 5:53;Product1;1200;Diners;Ashlee;Oxford;England;United Kingdom;1/14/09 4:35;2/13/09 14:15;51.75;#FIELD!
01/06/2009 10:34;Product1;1200;Mastercard;Anja;New York                    ;NY;United States;01/06/2009 10:03;2/13/09 14:41;4.071.417;-7.400.639
1/23/09 5:14;Product1;1200;Visa;Ellen Walton ;Melbourne;Victoria;Australia;12/16/07 17:05;2/13/09 15:28;-378.166.667;1.449.666.667
1/14/09 16:02;Product1;1200;Mastercard;Jessica;Woodland Hills              ;CA;United States;1/14/09 14:53;2/13/09 16:45;3.416.833;-118.605
1/14/09 18:05;Product1;1200;Visa;Wouter and Andrea;Anchorage                   ;AK;United States;01/10/2009 03:19;2/13/09 17:22;6.121.806;-14.990.028
01/08/2009 20:52;Product1;1200;Visa;Pam and Rob;Yorba Linda                 ;CA;United States;11/18/08 20:03;2/13/09 19:32;3.388.861;-11.781.222
01/07/2009 13:57;Product1;1200;Visa;Elsa;Waiwera;Auckland;New Zealand;01/07/2009 13:32;2/13/09 19:54;#FIELD!;1.747.166.667
1/25/09 10:34;Product1;1200;Amex;kathleen kane;Jamaica Plain               ;MA;United States;1/19/09 19:01;2/13/09 20:20;4.230.972;-7.112.083
1/28/09 4:35;Product1;1200;Diners;Selene;Oslo;Oslo;Norway;04/05/2005 05:30;2/13/09 23:15;599.166.667;10.75
1/19/09 3:25;Product1;1200;Visa;Christy;Setagaya;Tokyo;Japan;01/10/2006 04:49;2/14/09 1:03;356.333.333;139.65
1/18/09 0:41;Product2;3600;Visa;Hanna Agla;Donauworth;Bayern;Germany;9/21/06 23:27;2/14/09 1:11;48.7;10.8
1/27/09 2:38;Product1;1200;Visa;Elyse;Bandon;Cork;Ireland;11/30/07 9:25;2/14/09 3:36;517.469.444;-87.425
1/16/09 6:04;Product1;1200;Mastercard;Alexis;Ehingen an der Donau;Baden-Wurttemberg;Germany;1/15/09 2:56;2/14/09 5:05;482.833.333;97.333.333
01/05/2009 05:30;Product1;1200;Visa;M George;Paris;Ile-de-France;France;01/05/2009 04:11;2/14/09 5:34;488.666.667;23.333.333
01/09/2009 14:55;Product1;1200;Visa;John;Banbury;England;United Kingdom;01/08/2009 16:23;2/14/09 7:27;52.05;-13.333.333
1/29/09 10:07;Product1;1200;Visa;cheryl;Beverly Hills               ;CA;United States;1/27/09 8:42;2/14/09 10:01;3.407.361;-11.839.944
1/27/09 3:55;Product1;1200;Amex;R;Danderyd;Stockholm;Sweden;9/13/06 10:09;2/14/09 10:37;594.166.667;180.166.667
1/25/09 12:35;Product2;3600;Visa;Charlene ;Sebastopol                  ;CA;United States;1/25/09 10:42;2/14/09 10:40;3.840.222;-12.282.278
01/03/2009 16:56;Product1;1200;Visa;Cindy;Glendora                    ;CA;United States;3/13/04 14:09;2/14/09 11:23;3.413.611;-11.786.444
01/12/2009 12:04;Product1;1200;Visa;Ed;Nacka;Stockholm;Sweden;12/05/2007 12:48;2/14/09 12:32;59.3;181.666.667
1/27/09 3:19;Product1;1200;Mastercard;Astrid;Canterbury;England;United Kingdom;1/27/09 1:01;2/14/09 13:35;512.666.667;10.833.333
1/24/09 9:30;Product1;1200;Visa;Nicole;Neuchatel;Neuchatel;Switzerland;1/24/09 5:24;2/14/09 13:45;47;69.666.667
1/25/09 18:33;Product1;1200;Visa;Maria Macarena;Billings                    ;MT;United States;1/23/09 9:35;2/14/09 16:27;4.578.333;#FIELD!
1/15/09 11:43;Product1;1200;Visa;Maggie;Libertyville                ;IL;United States;10/24/08 19:02;2/14/09 17:43;4.228.306;-8.795.306
1/23/09 16:30;Product2;3600;Amex;Christophe;Temecula                    ;CA;United States;01/09/2009 15:59;2/14/09 19:11;3.349.361;-1.171.475
01/05/2009 12:57;Product1;1200;Diners;Manoj;Boise                       ;ID;United States;01/05/2009 09:32;2/14/09 19:19;4.361.361;-1.162.025
1/29/09 16:52;Product1;1200;Visa;Brenda;Rock Hill                   ;SC;United States;1/25/09 12:00;2/14/09 19:34;3.492.472;-8.102.528
01/10/2009 00:04;Product1;1200;Mastercard;Lizelle ;Mililani                    ;HI;United States;01/09/2009 23:37;2/14/09 19:34;2.142.556;-15.796.083
01/03/2009 14:17;Product2;3600;Visa;Kees en Valesca;Scamander;Tasmania;Australia;01/03/2009 13:53;2/14/09 20:11;-41.465;1.482.572.222
1/15/09 9:00;Product1;1200;Visa;Cormac;Freeport City;Freeport;The Bahamas;1/15/09 8:10;2/14/09 20:36;265.333.333;#FIELD!
1/24/09 20:58;Product1;1200;Visa;jacqueline;North Vancouver;British Columbia;Canada;12/28/08 15:54;2/14/09 22:12;493.166.667;-1.230.666.667
01/10/2009 11:53;Product1;1200;Visa;Martin;Ludwigsburg;Baden-Wurttemberg;Germany;1/17/08 8:20;2/15/09 1:42;48.9;91.833.333
01/04/2009 17:34;Product1;1200;Mastercard;Dean;Rockingham;Western Australia;Australia;10/20/07 19:09;2/15/09 2:14;-322.833.333;1.157.166.667
1/28/09 0:22;Product1;1200;Visa;VERBENA;Basel;Basel-Town;Switzerland;9/27/08 0:24;2/15/09 3:20;475.666.667;7.6
1/17/09 1:49;Product1;1200;Mastercard;Angel Marie;Den Haag;Zuid-Holland;Netherlands;1/13/09 5:09;2/15/09 5:19;520.833.333;4.3
1/25/09 17:48;Product1;1200;Visa;olla;Westminster                 ;CO;United States;1/24/09 23:48;2/15/09 8:08;3.983.667;-10.503.667
1/22/09 5:39;Product2;3600;Visa;Eman;Penclawdd;Wales;United Kingdom;1/14/09 13:33;2/15/09 8:34;516.333.333;#FIELD!
1/19/09 15:40;Product2;3600;Visa;Julia;Ede;Gelderland;Netherlands;1/19/09 14:32;2/15/09 10:33;520.333.333;56.666.667
1/21/09 23:52;Product1;1200;Visa;Sarah;Plan-les-Ouattes;Geneve;Switzerland;11/23/08 4:51;2/15/09 11:16;461.666.667;61.166.667
1/19/09 13:15;Product1;1200;Visa;Esther;Stocksund;Stockholm;Sweden;5/29/07 1:32;2/15/09 11:39;593.833.333;180.666.667
1/16/09 7:35;Product1;1200;Diners;amy;Stuttgart;Baden-Wurttemberg;Germany;10/06/2006 02:02;2/15/09 12:00;487.666.667;91.833.333
1/22/09 9:48;Product2;3600;Mastercard;Jyoti;Tunbridge Wells;England;United Kingdom;01/08/2008 14:37;2/15/09 13:36;511.333.333;0.2833333
1/18/09 12:05;Product2;3600;Visa;Keri;Issaquah                    ;WA;United States;01/05/2009 19:24;2/15/09 13:40;4.753.028;-12.203.139
01/04/2009 10:44;Product1;1200;Diners;Paul;Burnaby;British Columbia;Canada;11/26/08 20:16;2/15/09 13:46;49.25;#FIELD!
1/20/09 14:55;Product1;1200;Mastercard;Attie;Cypress                     ;CA;United States;9/27/08 7:22;2/15/09 15:23;3.381.694;-11.803.639
01/02/2009 18:41;Product1;1200;Visa;odile;Lititz                      ;PA;United States;02/01/2006 08:47;2/15/09 15:47;4.015.722;-7.630.722
01/02/2009 07:03;Product1;1200;Visa;gail ;London;England;United Kingdom;5/24/08 11:10;2/15/09 16:04;5.152.721;0.14559
1/21/09 7:19;Product1;1200;Visa;Niki;Chadds Ford                 ;PA;United States;03/05/2008 11:25;2/15/09 16:06;3.987.167;-7.559.167
01/11/2009 17:52;Product2;3600;Visa;Danny;St Thomas                   ;VI;United States;9/17/03 11:57;2/15/09 18:08;1.835.917;-6.492.111
1/16/09 17:56;Product1;1200;Mastercard;Sarah;Coppell                     ;TX;United States;1/16/09 12:57;2/15/09 20:13;3.295.444;-9.701.472
01/09/2009 20:00;Product1;1200;Visa;Beckie ;Ladera Ranch                ;CA;United States;01/06/2009 13:50;2/15/09 23:10;3.357.056;-11.763.861
1/13/09 2:47;Product1;1200;Visa;Maryse;Rathfarnham;Dublin;Ireland;1/13/09 2:35;2/16/09 0:09;533.005.556;-62.827.778
1/19/09 4:23;Product2;3600;Mastercard;don;Cagliari;Sardinia;Italy;1/13/08 11:41;2/16/09 0:22;392.166.667;91.166.667
1/13/09 12:51;Product1;1200;Visa;Majken;Charlottenlund;Kobenhavn;Denmark;5/27/08 18:51;2/16/09 1:05;55.75;125.833.333
1/29/09 7:40;Product1;1200;Amex;Karen and Andrew;Munchen;Bayern;Germany;7/29/03 9:23;2/16/09 2:39;49.55;115.833.333
1/21/09 4:34;Product1;1200;Visa;Katerina;Firenze;Tuscany;Italy;4/24/08 0:57;2/16/09 3:45;437.666.667;11.25
01/07/2009 13:28;Product1;1200;Mastercard;Mary;Baile Atha Bui;Meath;Ireland;9/21/05 15:42;2/16/09 3:51;536.186.111;-69.205.556
1/26/09 16:47;Product1;1200;Visa;Oscar;Chamonix-Mont-Blanc;Rhone-Alpes;France;1/26/09 4:53;2/16/09 5:01;459.166.667;68.666.667
1/29/09 1:01;Product1;1200;Diners;Suejean;Gingins;Vaud;Switzerland;1/20/09 6:14;2/16/09 5:09;46.4;61.833.333
1/25/09 12:55;Product1;1200;Amex;ann;Boca Raton                  ;FL;United States;12/06/2008 15:26;2/16/09 6:54;2.635.833;-8.008.333
1/24/09 13:35;Product1;1200;Visa;Renee;Chaska                      ;MN;United States;05/11/2006 13:27;2/16/09 9:00;4.478.944;-9.360.194
